------------------------------------------
|Sort criteria |Ascdg|Descending|Subtotal|
|----------------------------------------|
|Sales document|  X  |          |   X    |
|Item (SD)     |  X  |          |        |
------------------------------------------
---------------------------
|Data statistics|Number of|
|-------------------------|
|Records passed |    4,312|
---------------------------
27.12.2019                                                            Open Orders Report                                                                2
-----------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------
|SD Doc.|Material          |Long Material Number                    |Plnt|Name 1                             |Quantity|Req.Delivy|Conf Date |   Curr Price|
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.05.2021|01.05.2021|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.06.2021|01.06.2021|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     21 |01.07.2021|01.07.2021|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.08.2021|01.08.2021|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.09.2021|01.09.2021|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.10.2021|01.10.2021|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.11.2021|01.11.2021|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     21 |01.12.2021|01.12.2021|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     21 |01.01.2022|01.01.2022|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.02.2022|01.02.2022|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.03.2022|01.03.2022|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     21 |01.04.2022|01.04.2022|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.05.2022|01.05.2022|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.06.2022|01.06.2022|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     21 |01.07.2022|01.07.2022|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.08.2022|01.08.2022|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.09.2022|01.09.2022|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.10.2022|01.10.2022|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.11.2022|01.11.2022|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     21 |01.12.2022|01.12.2022|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.01.2023|01.01.2023|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.02.2023|01.02.2023|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     21 |01.03.2023|01.03.2023|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     21 |01.04.2023|01.04.2023|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.05.2023|01.05.2023|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.06.2023|01.06.2023|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     21 |01.07.2023|01.07.2023|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     18 |01.08.2023|01.08.2023|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     33 |01.09.2023|01.09.2023|    9,702.00 |
|48283  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     27 |01.10.2023|01.10.2023|    9,702.00 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     29 |01.10.2019|01.10.2019|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.11.2019|01.11.2019|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.12.2019|01.12.2019|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.01.2020|01.01.2020|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.02.2020|01.02.2020|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.03.2020|01.03.2020|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.04.2020|01.04.2020|   13,259.40 |
-----------------------------------------------------------------------------------------------------------------------------------------------------------
27.12.2019                                                            Open Orders Report                                                                3
-----------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------
|SD Doc.|Material          |Long Material Number                    |Plnt|Name 1                             |Quantity|Req.Delivy|Conf Date |   Curr Price|
|---------------------------------------------------------------------------------------------------------------------------------------------------------|
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.05.2020|01.05.2020|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.06.2020|01.06.2020|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.07.2020|01.07.2020|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.08.2020|01.08.2020|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.09.2020|01.09.2020|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.10.2020|01.10.2020|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.11.2020|01.11.2020|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.12.2020|01.12.2020|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.01.2021|01.01.2021|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.02.2021|01.02.2021|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.03.2021|01.03.2021|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.04.2021|01.04.2021|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.05.2021|01.05.2021|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.06.2021|01.06.2021|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.07.2021|01.07.2021|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.08.2021|01.08.2021|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.09.2021|01.09.2021|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.10.2021|01.10.2021|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.11.2021|01.11.2021|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.12.2021|01.12.2021|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.01.2022|01.01.2022|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.02.2022|01.02.2022|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.03.2022|01.03.2022|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.04.2022|01.04.2022|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.05.2022|01.05.2022|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.06.2022|01.06.2022|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.07.2022|01.07.2022|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.08.2022|01.08.2022|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.09.2022|01.09.2022|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.10.2022|01.10.2022|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.11.2022|01.11.2022|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.12.2022|01.12.2022|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.01.2023|01.01.2023|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.02.2023|01.02.2023|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.03.2023|01.03.2023|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.04.2023|01.04.2023|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.05.2023|01.05.2023|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     32 |01.06.2023|01.06.2023|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     28 |01.07.2023|01.07.2023|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     24 |01.08.2023|01.08.2023|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     44 |01.09.2023|01.09.2023|   13,259.40 |
|48283  |RSM425-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     36 |01.10.2023|01.10.2023|   13,259.40 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     13 |01.03.2020|01.03.2020|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     14 |01.04.2020|01.04.2020|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     14 |01.05.2020|01.05.2020|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     14 |01.06.2020|01.06.2020|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     14 |01.07.2020|01.07.2020|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.08.2020|01.08.2020|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.09.2020|01.09.2020|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.10.2020|01.10.2020|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      9 |01.11.2020|01.11.2020|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      9 |01.12.2020|01.12.2020|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      9 |01.01.2021|01.01.2021|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      9 |01.02.2021|01.02.2021|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      9 |01.03.2021|01.03.2021|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.04.2021|01.04.2021|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.05.2021|01.05.2021|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.06.2021|01.06.2021|   19,447.98 |
-----------------------------------------------------------------------------------------------------------------------------------------------------------
27.12.2019                                                            Open Orders Report                                                                4
-----------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------
|SD Doc.|Material          |Long Material Number                    |Plnt|Name 1                             |Quantity|Req.Delivy|Conf Date |   Curr Price|
|---------------------------------------------------------------------------------------------------------------------------------------------------------|
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.07.2021|01.07.2021|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.08.2021|01.08.2021|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.09.2021|01.09.2021|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.10.2021|01.10.2021|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.11.2021|01.11.2021|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.12.2021|01.12.2021|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.01.2022|01.01.2022|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.02.2022|01.02.2022|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.03.2022|01.03.2022|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.04.2022|01.04.2022|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.05.2022|01.05.2022|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.06.2022|01.06.2022|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.07.2022|01.07.2022|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.08.2022|01.08.2022|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.09.2022|01.09.2022|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.10.2022|01.10.2022|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.11.2022|01.11.2022|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.12.2022|01.12.2022|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.01.2023|01.01.2023|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.02.2023|01.02.2023|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.03.2023|01.03.2023|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.04.2023|01.04.2023|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.05.2023|01.05.2023|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.06.2023|01.06.2023|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.07.2023|01.07.2023|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      6 |01.08.2023|01.08.2023|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     11 |01.09.2023|01.09.2023|   19,447.98 |
|48283  |RPM424-9XT        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      9 |01.10.2023|01.10.2023|   19,447.98 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      3 |01.12.2019|01.12.2019|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      5 |01.01.2020|01.01.2020|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      6 |01.02.2020|01.02.2020|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      6 |01.03.2020|01.03.2020|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      5 |01.04.2020|01.04.2020|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      6 |01.05.2020|01.05.2020|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      6 |01.06.2020|01.06.2020|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      6 |01.07.2020|01.07.2020|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      5 |01.08.2020|01.08.2020|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      6 |01.09.2020|01.09.2020|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      6 |01.10.2020|01.10.2020|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      6 |01.11.2020|01.11.2020|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      5 |01.12.2020|01.12.2020|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      6 |01.01.2021|01.01.2021|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.02.2021|01.02.2021|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.03.2021|01.03.2021|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      6 |01.04.2021|01.04.2021|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.05.2021|01.05.2021|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.06.2021|01.06.2021|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      5 |01.07.2021|01.07.2021|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.08.2021|01.08.2021|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.09.2021|01.09.2021|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      6 |01.10.2021|01.10.2021|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.11.2021|01.11.2021|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.12.2021|01.12.2021|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.01.2022|01.01.2022|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.02.2022|01.02.2022|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.03.2022|01.03.2022|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      7 |01.04.2022|01.04.2022|   35,338.56 |
|48283  |RVS427-9XV        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      8 |01.05.2022|01.05.2022|   35,338.56 |
